"Player.Name","Likes","Inj","Pos","Salary","Team","Opp","Vegas.Pts","Vegas.Spread","Defense.Pass.Yds.G","Defense.Rush.Yds.G","DvP","L3.Pass.Att","S.Pass.Att","Proj.Pass.Att","Red.Zone.Pass.Att","Yards.Per.Pass.Att","L3.Rush.Att","S.Rush.Att","Proj.Rush.Att","Red.Zone.Rush.Att","Yards.Per.Rush.Att","L3.Targets","S.Targets","Proj.Targets","Red.Zone.Targets","Yards.Per.Target","Projected.Usage","L3.FP","L16.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Amari Cooper",2,"","WR",7500,"OAK","@KC",21.3,"KC by 3.5","6%","14%","20%",0,0,0,0,0,0.3,0.1,0.3,0,0,5.3,8.7,8.9,0.9,9.4,14,11.9,17.2,17.2,6.9,27.5,18.3,2.4,7.9,1.1
"Drew Brees",13,"","QB",7400,"NO","@TB",25,"TB by 2","2%","8%","8%",41.3,41.7,36.6,6.5,7.8,1,1.3,1.5,0.6,1.2,0,0,0,0,0,60,22.3,25,25,16.1,34,20.6,2.8,7.5,1
"Melvin Gordon",22,"Q","RB",7400,"SD","@CAR",23.8,"CAR by 1","13%","-13%","-5%",0,0,0,0,0,19.3,20.9,20.8,4.2,4,6,4.7,4.3,0.7,7.5,41,18.3,21.8,21.8,13,30.6,19,2.6,0.5,0.1
"Cam Newton",6,"","QB",7200,"CAR","SD",24.8,"CAR by 1","9%","-17%","5%",31.3,33.7,33.1,3.2,7,3.7,6.2,6.6,1.2,4.2,0,0,0,0,0,66,15.8,19.9,19.9,12.1,27.7,21.2,2.9,12.5,1.7
"Larry Fitzgerald",10,"","WR",7100,"ARI","@MIA",23,"ARI by 2","-1%","22%","1%",0,0,0,0,0,0,0.1,0,0,1,7.3,10.2,9.1,1.3,7.3,14,13.1,17.6,17.6,10.8,24.3,17.9,2.5,4.2,0.6
"Tom Brady",7,"","QB",7100,"NE","BAL",25.8,"NE by 6.5","-8%","-31%","-10%",45.3,37.8,37.3,4.9,8.2,3.3,3.1,2.3,1.3,2.4,0,0,0,0,0,65,20.8,24,24,16.1,31.8,19.4,2.7,30.1,4.2
"DeMarco Murray",12,"","RB",7000,"TEN","DEN",23,"TEN by 2","-20%","15%","5%",0.3,0.1,0,0.1,10,18.3,19.1,20.3,2.9,4.6,3.7,4.5,3.5,1.1,5.7,40,20.4,22.1,22.1,16.4,27.7,20.6,2.9,15.2,2.2
"Brandon Marshall",7,"","WR",7000,"NYJ","@SF",19.8,"SF by 3","-2%","59%","9%",0,0,0,0,0,0,0,0,0,0,7.7,9.1,8.2,1.5,6.5,13,10.8,12.4,12.4,5.2,19.6,15.6,2.2,6.3,0.9
"Ben Roethlisberger",6,"","QB",7000,"PIT","@BUF",23.3,"PIT by 1","-5%","9%","-4%",30.7,37.2,33.9,4.1,7.4,0,0.7,2.1,0.2,2.8,0,0,0,0,0,58,16,21.6,21.6,12,31.2,18.9,2.7,5.6,0.8
"Andrew Luck",24,"","QB",6900,"IND","HOU",27,"IND by 6.5","-15%","1%","-15%",30.7,36.6,36.4,5.1,7.7,6,4.9,3.9,0.5,5,0,0,0,0,0,68,21.4,22.9,22.9,15.2,30.7,20.1,2.9,19.2,2.8
"Dez Bryant",11,"","WR",6900,"DAL","@NYG",25.3,"DAL by 3.5","8%","-14%","-5%",0,0,0,0,0,0,0,0,0,0,7,7.9,8.1,1.1,8.9,13,18.9,16.2,16.2,6.8,25.5,16.6,2.4,1,0.1
"Julian Edelman",10,"","WR",6800,"NE","BAL",25.8,"NE by 6.5","-8%","-31%","2%",0,0,0,0,0,0.7,0.9,0.2,0.1,4.6,13.3,9.3,8.3,0.9,6.4,14,20.1,13.5,13.5,7.8,19.2,16,2.4,14.3,2.1
"Matt Forte",24,"Q","RB",6800,"NYJ","@SF",19.8,"SF by 3","-2%","59%","44%",0,0,0,0,0,14,17.6,19,2.6,3.7,3.7,3.5,2.7,0.3,6.1,35,10.6,15.5,15.5,5.1,25.9,18.6,2.7,0.8,0.1
"Jordy Nelson",9,"","WR",6800,"GB","SEA",22.3,"SEA by 3","-5%","-7%","-7%",0,0,0,0,0,0,0,0,0,0,9,9.8,8.5,2,7.4,15,19.2,18.7,18.7,9.5,27.8,16.5,2.4,22.1,3.3
"Matthew Stafford",9,"Q","QB",6800,"DET","CHI",24.8,"DET by 7.5","-9%","0%","-7%",38.3,36.1,35.7,4.8,7.4,3,2.5,2.3,0.3,5.9,0,0,0,0,0,66,18.1,19.6,19.6,12.4,26.8,18.8,2.8,18.4,2.7
"Doug Baldwin",18,"","WR",6800,"SEA","@GB",25.3,"SEA by 3","5%","-12%","4%",0.3,0.1,0,0.1,15,0,0.1,0,0,-4,6.7,7.1,6.3,0.8,9.8,12,15.3,16,16,6.8,25.1,14.5,2.1,10.6,1.6
"Michael Thomas",7,"Q","WR",6700,"NO","@TB",25,"TB by 2","2%","8%","-1%",0,0,0,0,0,0,0,0,0,0,6.7,7.4,0,0.9,9.3,0,18.3,16.5,16.5,8,25,0,0,0,0
"Jameis Winston",31,"","QB",6700,"TB","NO",27,"TB by 2","12%","-8%","9%",32.3,36.4,35,4.8,7.3,4.7,3.3,4.1,0.3,2.9,0,0,0,0,0,63,18.2,19.6,19.6,13.8,25.4,19.3,2.9,9,1.3
"Philip Rivers",19,"","QB",6600,"SD","@CAR",23.8,"CAR by 1","13%","-13%","10%",33.3,35.4,36.5,6.6,7.9,1,1,1.5,0.3,2.8,0,0,0,0,0,62,20.5,19.6,19.6,14.1,25.2,20,3,12.4,1.9
"Golden Tate",19,"","WR",6600,"DET","CHI",24.8,"DET by 7.5","-9%","0%","5%",0,0,0,0,0,0.3,0.7,0.4,0.1,-0.3,7,7.9,7.2,0.8,8,13,16.1,13.8,13.8,3.1,24.5,14.2,2.2,11.7,1.8
"Russell Wilson",18,"","QB",6600,"SEA","@GB",25.3,"SEA by 3","5%","-12%","6%",33.3,33.7,31,4.4,7.8,6.3,4.2,4.6,0.1,3.8,0.3,0.2,0,0.1,7,65,18.1,17.3,17.3,9.9,24.8,19.7,3,10.5,1.6
"Matt Ryan",6,"","QB",6500,"ATL","@LA",24.3,"ATL by 4.5","-6%","7%","-5%",33.7,34.5,35.4,5.8,9.2,2.3,2.5,2.3,0.4,3.6,0,0,0,0,0,61,16.7,23.4,23.4,15.3,31.6,19.5,3,21.5,3.3
"Stefon Diggs",6,"","WR",6500,"MIN","@JAX",20.5,"MIN by 3","-20%","8%","-11%",0,0,0,0,0,0,0.3,0.3,0.1,3.3,10,9.6,8.8,0.9,8.4,15,18.7,17.8,17.8,7.1,28.5,15.5,2.4,8.5,1.3
"Aaron Rodgers",11,"Q","QB",6400,"GB","SEA",22.3,"SEA by 3","-5%","-7%","-13%",36.7,39.9,38,7,6.9,4,4.1,3.2,0.7,6.1,0,0,0,0,0,72,25.1,24.9,24.9,18.4,31.4,18.6,2.9,21.2,3.3
"Brandin Cooks",3,"","WR",6400,"NO","@TB",25,"TB by 2","2%","8%","-1%",0,0,0,0,0,1,0.5,0.3,0.3,5,7.3,7.6,7.4,0.9,9.6,12,15.1,16.7,16.7,6.6,26.8,15.7,2.5,11.1,1.7
"Derek Carr",1,"","QB",6400,"OAK","@KC",21.3,"KC by 3.5","6%","14%","10%",34.7,38.2,36,5.8,7.4,2.7,2.5,2.8,0.2,1.8,0,0,0,0,0,61,21.9,20.9,20.9,12.2,29.5,18.8,2.9,5,0.8
"Jordan Howard",12,"","RB",6400,"CHI","@DET",17.3,"DET by 7.5","3%","-8%","-4%",0,0,0,0,0,22.3,16.5,16,2,4.9,4.7,3.5,2.9,0.5,6.4,33,19.8,16.8,16.8,6.3,27.3,14,2.2,13,2
"Donte Moncrief",4,"Q","WR",6300,"IND","HOU",27,"IND by 6.5","-15%","1%","-12%",0,0,0,0,0,0,0.1,0,0,-1,8,7,7.6,1.1,5.7,13,14.3,13.1,13.1,7.8,18.4,14.2,2.3,0,0
"Spencer Ware",5,"","RB",6300,"KC","OAK",24.8,"KC by 3.5","6%","17%","13%",0,0,0,0,0,16,14.8,15.8,2,4.5,2.7,3.1,2.9,0.3,11.6,31,14.1,15.7,15.7,6.5,25,16.8,2.7,7.3,1.2
"Kirk Cousins",20,"","QB",6300,"WAS","@PHI",25,"WAS by 1.5","-1%","-5%","-3%",40,39.5,34.5,5.6,8,2.3,1.9,2.3,0.3,2.3,0,0,0,0,0,63,27.5,21.8,21.8,15.5,28.1,19.3,3.1,17,2.7
"Michael Crabtree",2,"Q","WR",6200,"OAK","@KC",21.3,"KC by 3.5","6%","14%","20%",0,0,0,0,0,0,0,0,0,0,10.3,9.3,7.9,1.3,7,12,15.3,16.5,16.5,7.2,25.9,14.5,2.3,6.1,1
"Doug Martin",5,"","RB",6200,"TB","NO",27,"TB by 2","12%","-8%","12%",0,0,0,0,0,21.3,17.5,15.6,2.8,3,2.3,2.3,1.6,0.2,8.2,28,12.4,11,11,6.4,15.5,11.5,1.9,16.5,2.7
"Kelvin Benjamin",NA,"","WR",6200,"CAR","SD",24.8,"CAR by 1","9%","-17%","-2%",0,0,0,0,0,0,0,0,0,0,6.3,7.9,7.2,0.9,7.9,12,8.6,13.1,13.1,4.8,21.4,13.3,2.1,2.1,0.3
"Marcus Mariota",0,"","QB",6200,"TEN","DEN",23,"TEN by 2","-20%","15%","-25%",29,31.5,27.9,4,7.9,4.3,4,4.5,0.7,6.6,0,0,0,0,0,54,24.2,21.2,21.2,13.4,29.1,16.7,2.7,7.3,1.2
"Andy Dalton",12,"","QB",6100,"CIN","@CLE",23,"CIN by 4","3%","32%","16%",40.7,36.6,32.5,4.7,7.7,3,3.3,4.5,0.3,4.2,0,0,0,0,0,57,19.1,19,19,14.4,23.7,20.2,3.3,16.9,2.8
"Tyrell Williams",19,"","WR",6100,"SD","@CAR",23.8,"CAR by 1","13%","-13%","11%",0,0,0,0,0,0,0,0,0,0,9.7,7.4,7.9,1,9.4,13,20.1,15.1,15.1,7,23.3,15.7,2.6,8.8,1.4
"Devonta Freeman",14,"","RB",6100,"ATL","@LA",24.3,"ATL by 4.5","-6%","7%","1%",0,0,0,0,0,14.3,14.7,14.3,3.3,4.5,3.7,3.9,4,1,6.8,30,19.8,17,17,8.7,25.3,15.9,2.6,3.8,0.6
"Demaryius Thomas",20,"","WR",6000,"DEN","@TEN",21,"TEN by 2","11%","-13%","14%",0,0,0,0,0,0,0,0,0,0,9.7,8.6,9.3,1,7.8,16,15.3,14.9,14.9,9.5,20.4,16.8,2.8,25.6,4.3
"Tyler Eifert",26,"","TE",6000,"CIN","@CLE",23,"CIN by 4","3%","32%","41%",0,0,0,0,0,0,0,0,0,0,6.3,6.3,6.1,1.2,8.9,9,11.7,13,13,3.7,22.2,14.3,2.4,21.8,3.6
"Alshon Jeffery",NA,"O","WR",6000,"CHI","@DET",17.3,"DET by 7.5","3%","-8%","-2%",0,0,0,0,0,0,0,0,0,0,9.3,8,0,0.9,8.8,0,10.4,12.4,12.4,8.3,16.6,0,0,0,0
"Jordan Reed",4,"","TE",5900,"WAS","@PHI",25,"WAS by 1.5","-1%","-5%","-42%",0,0,0,0,0,0,0,0,0,0,7.3,9,5.1,1.2,7.8,9,16.8,16.9,16.9,7.9,25.8,10.6,1.8,2,0.3
"Dak Prescott",5,"","QB",5900,"DAL","@NYG",25.3,"DAL by 3.5","8%","-14%","-19%",26,29.8,32.1,4.2,8.3,5.3,3.9,4.3,0.8,4.6,0,0,0,0,0,57,20.9,20.6,20.6,15,26.1,18.4,3.1,8.7,1.5
"Jay Ajayi",4,"","RB",5900,"MIA","ARI",21,"ARI by 2","-16%","-8%","-26%",0,0,0,0,0,15.3,15.7,18.9,2,5.2,4.3,2.5,2.3,0.5,4,38,12.9,15.8,15.8,5.4,26.2,13.9,2.4,7.3,1.2
"Terrelle Pryor",5,"","WR",5900,"CLE","CIN",19,"CIN by 4","1%","8%","-13%",0,0.8,0,0.1,4.6,0,0.7,1.1,0.1,2.6,10.3,9.5,8.9,0.7,7.5,18,15.5,16,16,6.8,25.3,14.1,2.4,1.3,0.2
"DeAndre Hopkins",9,"","WR",5800,"HOU","@IND",20.5,"IND by 6.5","9%","3%","3%",0,0,0,0,0,0,0,0,0,0,8,9.4,8.7,0.4,5.9,14,12.5,12.7,12.7,6.3,19,15,2.6,5.3,0.9
"Jeremy Hill",37,"","RB",5800,"CIN","@CLE",23,"CIN by 4","3%","32%","20%",0,0,0,0,0,17,14.2,20,2.7,4,3.7,1.8,3.2,0.2,6.1,36,11.7,11.9,11.9,4.2,19.7,18.6,3.2,26.2,4.5
"Colin Kaepernick",21,"","QB",5800,"SF","NYJ",22.8,"SF by 3","6%","-16%","4%",27,30.4,30.9,3.1,6.8,6.7,7.4,6.9,0.9,7.6,0,0,0,0,0,64,19.6,20.6,20.6,9.8,31.4,18.7,3.2,11.6,2
"Carson Palmer",7,"","QB",5700,"ARI","@MIA",23,"ARI by 2","-1%","22%","10%",43,41.9,37.9,5.8,7,1,0.9,1.4,0.1,3.4,0,0,0,0,0,61,20.2,18.7,18.7,12.1,25.3,18,3.2,13.3,2.3
"Travis Kelce",4,"","TE",5700,"KC","OAK",24.8,"KC by 3.5","6%","17%","4%",0,0,0,0,0,0.3,0.1,0,0.1,-5,10.7,7.5,6.5,1.3,9.1,11,22.1,14.8,14.8,7.3,22.4,13,2.3,18.1,3.2
"Thomas Rawls",15,"","RB",5700,"SEA","@GB",25.3,"SEA by 3","5%","-12%","-9%",0,0,0,0,0,13.7,12,14.2,1.4,3.8,2,2.4,2.9,0.2,7,31,14.5,11.2,11.2,1.3,21.1,12,2.1,8.4,1.5
"Emmanuel Sanders",25,"","WR",5700,"DEN","@TEN",21,"TEN by 2","11%","-13%","14%",0,0,0,0,0,0.3,0.1,0.2,0,4,9.3,9.5,9,1.3,7.5,16,16.3,15,15,5.1,24.9,15.7,2.8,30,5.3
"Jarvis Landry",1,"","WR",5600,"MIA","ARI",21,"ARI by 2","-16%","-8%","-2%",0,0.1,0,0,0,0.3,0.3,0.5,0,4.3,8.7,8.6,7.3,0.7,8,14,14,14.8,14.8,7.6,22,13.3,2.4,16.3,2.9
"Joe Flacco",3,"","QB",5600,"BAL","@NE",19.3,"NE by 6.5","-1%","-12%","-1%",39.3,41.5,40.4,4.3,6.5,1,1.7,1,0.3,2.6,0,0,0,0,0,67,21,17.5,17.5,10.6,24.3,14.6,2.6,23.1,4.1
"DeAngelo Williams",NA,"Q","RB",5600,"PIT","@BUF",23.3,"PIT by 1","-5%","9%","-4%",0,0,0,0,0,1.7,10.7,3.7,1,3.7,0.3,3.3,0.7,0.1,4,7,0.4,11.2,11.2,-3.1,25.6,3.4,0.6,0,0
"Ryan Fitzpatrick",NA,"","QB",5600,"NYJ","@SF",19.8,"SF by 3","-2%","59%","9%",24,31.2,0.3,4.3,6.8,2.3,2.5,0,0.2,4.1,0,0,0,0,0,0,10.9,12.1,12.1,5.6,18.5,0,0,0,0
"Jacquizz Rodgers",NA,"","RB",5600,"TB","NO",27,"TB by 2","12%","-8%","12%",0,0,0,0,0,17.3,13.6,6.6,1.6,4.4,1,1.9,0.9,0.3,6.1,12,13.7,10.3,10.3,2.2,18.4,4.4,0.8,0,0
"Jamison Crowder",21,"","WR",5600,"WAS","@PHI",25,"WAS by 1.5","-1%","-5%","7%",0,0,0,0,0,0,0.2,0.5,0,-1,7,7,6.1,1.3,9.1,11,17.4,16,16,9.8,22.1,14.2,2.5,5.7,1
"Eli Manning",15,"","QB",5500,"NYG","DAL",21.8,"DAL by 3.5","10%","-23%","5%",34,37.7,39.5,3.9,6.9,2.3,1.6,1,0.3,-0.4,0,0,0,0,0,69,16.8,17.2,17.2,11.1,23.3,18.6,3.4,8.5,1.5
"Theo Riddick",1,"Q","RB",5500,"DET","CHI",24.8,"DET by 7.5","-9%","0%","-19%",0,0,0,0,0,5.7,9.2,0,0.7,3.9,7,6.7,0,1.4,5.5,0,13.3,16.2,16.2,8.4,24,0,0,0,0
"Davante Adams",9,"","WR",5500,"GB","SEA",22.3,"SEA by 3","-5%","-7%","-7%",0,0,0,0,0,0,0,0,0,0,6.3,7.8,7.2,1.3,8.5,13,13.7,16.2,16.2,4.5,27.9,11.6,2.1,23.4,4.3
"Jimmy Graham",27,"","TE",5500,"SEA","@GB",25.3,"SEA by 3","5%","-12%","23%",0,0,0,0,0,0,0,0,0,0,7,6.6,6.6,1.2,9.7,12,14.5,14.2,14.2,5.6,22.9,12.6,2.3,2.6,0.5
"Steve Smith",3,"","WR",5500,"BAL","@NE",19.3,"NE by 6.5","-1%","-12%","-7%",0,0,0,0,0,0,0,0,0,0,7.7,7.7,8.2,0.9,7.6,13,13.7,13.6,13.6,5.9,21.3,13.6,2.5,9.7,1.8
"Jordan Matthews",10,"","WR",5400,"PHI","WAS",23.5,"WAS by 1.5","5%","7%","1%",0,0,0,0,0,0,0,0,0,0,8,8.1,8.6,0.7,7.7,15,11,13.3,13.3,6.7,20,16.6,3.1,15.9,2.9
"Jonathan Stewart",5,"","RB",5400,"CAR","SD",24.8,"CAR by 1","9%","-17%","17%",0,0,0,0,0,15.3,15.3,16.6,3.1,3.7,2,1.4,1.1,0.1,3.3,30,12.6,11.2,11.2,2.7,19.6,11.6,2.1,12.6,2.3
"Tyrod Taylor",4,"","QB",5400,"BUF","PIT",22.3,"PIT by 1","5%","-14%","-10%",26.7,29.1,30.7,3.8,6.6,6.3,6.1,5.1,0.9,6.4,0,0,0,0,0,63,14.9,18,18,11.7,24.2,16.8,3.1,16.3,3
"Alex Smith",5,"","QB",5400,"KC","OAK",24.8,"KC by 3.5","6%","17%","8%",33.3,33.7,34.9,4.5,6.9,2.3,2.7,3.7,0.5,1.8,0,0,0,0,0,65,16.3,14.9,14.9,7.7,22.2,18.8,3.5,14.2,2.6
"Sammy Watkins",6,"","WR",5300,"BUF","PIT",22.3,"PIT by 1","5%","-14%","-8%",0,0,0,0,0,0,0,0,0,0,5.7,5.8,7.5,0.5,7.9,13,7.3,7.5,7.5,4.6,10.4,15,2.8,15.4,2.9
"Brock Osweiler",2,"","QB",5300,"HOU","@IND",20.5,"IND by 6.5","9%","3%","13%",37,36.3,34.2,3.5,5.8,2.7,2.3,2.8,0.3,4.9,0.3,0.1,0,0.1,-14,61,15.8,13.4,13.4,9.4,17.5,15.2,2.9,4.7,0.9
"LeGarrette Blount",3,"","RB",5300,"NE","BAL",25.8,"NE by 6.5","-8%","-31%","-18%",0,0,0,0,0,16,19.2,13.8,3.7,4.2,0.3,0.6,0.3,0,4.4,23,12.3,16.2,16.2,8.7,23.6,7.1,1.3,14.9,2.8
"Mark Ingram",1,"","RB",5300,"NO","@TB",25,"TB by 2","2%","8%","-1%",0,0,0,0,0,9.3,11.9,12.9,1.8,5.3,3.7,3.4,2.8,0.6,6.4,25,17.8,15.4,15.4,4.9,26,12.9,2.4,3.3,0.6
"DeVante Parker",1,"","WR",5300,"MIA","ARI",21,"ARI by 2","-16%","-8%","-2%",0,0,0,0,0,0,0,0,0,0,6.7,6.2,5.9,0.7,8.6,11,14.6,11.5,11.5,4.7,18.3,11.1,2.1,3.4,0.6
"Derrick Henry",NA,"","RB",5200,"TEN","DEN",23,"TEN by 2","-20%","15%","5%",0,0,0,0,0,11,7,6.2,1,4.5,1.7,1.1,1.2,0.2,9.7,12,11.6,6.3,6.3,0.6,12,6,1.2,5.7,1.1
"DeSean Jackson",14,"","WR",5200,"WAS","@PHI",25,"WAS by 1.5","-1%","-5%","7%",0,0,0,0,0,0,0,0,0,0,6,6.7,6.5,0.8,8.7,11,15.6,11.6,11.6,4.3,18.8,13.7,2.6,22.2,4.3
"Ryan Tannehill",1,"D","QB",5200,"MIA","ARI",21,"ARI by 2","-16%","-8%","-18%",34.7,30.8,28.5,3.5,7.6,3,2.8,2.9,0.6,4.2,0,0,0,0,0,56,17.5,16,16,8.5,23.4,14,2.7,19.8,3.8
"Kenny Britt",22,"","WR",5200,"LA","ATL",19.8,"ATL by 4.5","13%","-5%","6%",0,0,0,0,0,0,0,0,0,0,7.7,7.3,8.2,0.6,9.8,14,13.4,14.7,14.7,7,22.4,13.9,2.7,15.2,2.9
"Cole Beasley",3,"","WR",5200,"DAL","@NYG",25.3,"DAL by 3.5","8%","-14%","-5%",0,0.1,0,0,0,0,0.1,0,0,7,5.3,6.4,6.1,0.6,8.7,10,10.6,13.1,13.1,8,18.2,11,2.1,8.1,1.6
"Latavius Murray",1,"","RB",5200,"OAK","@KC",21.3,"KC by 3.5","6%","14%","-7%",0,0,0,0,0,17,14,14.7,2.8,4,4.7,3.8,2.7,0.5,6,27,19.2,17.6,17.6,9.1,26.1,13.8,2.7,19.3,3.7
"Willie Snead",7,"","WR",5200,"NO","@TB",25,"TB by 2","2%","8%","-1%",0.3,0.1,0,0,50,0,0,0,0,0,6,6.9,7,0.7,8.3,11,9.3,13.6,13.6,4.4,22.7,14.4,2.8,14.5,2.8
"Rishard Matthews",2,"","WR",5100,"TEN","DEN",23,"TEN by 2","-20%","15%","-34%",0,0,0,0,0,0,0,0,0,0,8.3,6.1,6.7,0.7,9.2,11,18.3,13.3,13.3,7,19.6,13.5,2.6,3.6,0.7
"Carson Wentz",3,"","QB",5100,"PHI","WAS",23.5,"WAS by 1.5","5%","7%","6%",47,37.7,33,5.4,6.4,2.7,2.9,2.5,0.5,2.8,0.3,0.1,0,0,7,61,18.3,15.1,15.1,10,20.2,15.9,3.1,18.1,3.5
"Lamar Miller",14,"","RB",5100,"HOU","@IND",20.5,"IND by 6.5","9%","3%","5%",0,0,0,0,0,19,18.8,15.9,1.8,4,2.7,3,1.9,0.4,4.1,29,11.5,13.8,13.8,4.8,22.7,13,2.5,22.2,4.4
"Sam Bradford",1,"","QB",5100,"MIN","@JAX",20.5,"MIN by 3","-20%","8%","-15%",36.7,35.7,32.5,4.1,6.8,1,1.2,2.1,0.1,0.5,0,0.1,0,0,5,57,10.8,14.3,14.3,9.8,18.9,14.7,2.9,17.4,3.4
"Tony Romo",NA,"","QB",5100,"DAL","@NYG",25.3,"DAL by 3.5","8%","-14%","-19%",0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeremy Maclin",3,"","WR",5100,"KC","OAK",24.8,"KC by 3.5","6%","17%","5%",0,0.1,0,0.1,0,0,0.1,0,0,-1,5.3,7,6.2,0.8,6.7,10,7.1,9.9,9.9,4.7,15.2,13.3,2.6,2.6,0.5
"Trevor Siemian",3,"","QB",5100,"DEN","@TEN",21,"TEN by 2","11%","-13%","11%",37,32.5,35.4,4.4,7.4,3.7,2.5,1.6,0.3,2.3,0,0,0,0,0,63,22.1,16.1,16.1,7.1,25.1,16.3,3.2,20.4,4
"Matt McGloin",NA,"","QB",5000,"OAK","@KC",21.3,"KC by 3.5","6%","14%","10%",1,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Tyler Bray",NA,"","QB",5000,"KC","OAK",24.8,"KC by 3.5","6%","17%","8%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Connor Cook",NA,"","QB",5000,"OAK","@KC",21.3,"KC by 3.5","6%","14%","10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyreek Hill",2,"","WR",5000,"KC","OAK",24.8,"KC by 3.5","6%","17%","5%",0,0,0,0,0,1.3,1.1,0.4,0.3,6.7,7,5.2,5.6,0.9,7.8,10,18.3,12.4,12.4,3.7,21.1,10,2,23.8,4.8
"Landry Jones",NA,"","QB",5000,"PIT","@BUF",23.3,"PIT by 1","-5%","9%","-4%",16,8.2,1,0.7,5.7,0.3,1,0,0,-0.7,0,0,0,0,0,2,4.7,2.3,2.3,-3.5,8.2,0,0,0,0
"EJ Manuel",NA,"","QB",5000,"BUF","PIT",22.3,"PIT by 1","5%","-14%","-10%",1.7,1.7,0.3,0,9,1.7,1.7,0,0,2.6,0,0,0,0,0,1,1.7,1.7,1.7,0.2,3.2,0,0,0,0
"Zach Mettenberger",NA,"","QB",5000,"PIT","@BUF",23.3,"PIT by 1","-5%","9%","-4%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cardale Jones",NA,"","QB",5000,"BUF","PIT",22.3,"PIT by 1","5%","-14%","-10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
